일시,지점,폭염여부(O/X),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(O/X),폭염영향예보(단계),열대야(O/X),자외선지수(단계),습도(%),열지수
2022-09-02,서울(108),NO,29.4,29.8,24.7,20.3,61.8,NO, ,NO,높음,63.3,24.67
2022-09-03,서울(108),NO,29.4,29.2,24.2,20.5,63,NO, ,NO,보통,62.6,24.04
2022-09-04,서울(108),NO,27.3,24,22.3,19.8,88.6,NO, ,NO,낮음,86.2,22.25
2022-09-05,서울(108),NO,25.8,22.7,19.2,17.7,95.9,NO, ,NO,보통,96.1,19.61
2022-09-06,서울(108),NO,25.9,26.3,21,17,78,NO, ,NO,높음,79.1,20.75
2022-09-07,서울(108),NO,26.9,28.1,22.8,17.9,65.3,NO, ,NO,높음,65.9,22.8
2022-09-08,서울(108),NO,28.5,29.5,23.2,16.7,65.5,NO, ,NO,매우높음,66,23
2022-09-09,서울(108),NO,29.4,30.8,24.3,18.9,59.1,NO, ,NO,매우높음,61.5,24.32
2022-09-10,서울(108),NO,27.4,28.4,23.6,19,52.3,NO, ,NO,높음,51,23.53
2022-09-11,서울(108),NO,26.7,26.4,23.3,20.6,68.6,NO, ,NO,보통,67.8,23.38
2022-09-12,서울(108),NO,28.3,27.5,23.8,20.3,76.1,NO, ,NO,높음,75.8,23.78
2022-09-13,서울(108),NO,27.5,26.4,24.3,21.8,73,NO, ,NO,보통,74,24.2
2022-09-14,서울(108),NO,27.9,27.9,24.6,22.7,56.9,NO, ,NO,보통,57.4,24.65
2022-09-15,서울(108),NO,28.8,28.3,25.2,22,66.9,NO, ,NO,높음,66,25.05
2022-09-16,서울(108),NO,30.9,29.9,25.7,23.4,78.6,NO, ,NO,보통,77.2,25.83
2022-09-17,서울(108),NO,30.7,29.4,25.6,23.3,83.1,NO,관심,NO,보통,84.1,25.51
2022-09-18,서울(108),NO,32.8,32.5,27.1,23,75.3,NO,관심,NO,보통,76,29.19
2022-09-19,서울(108),NO,29.4,29.6,24.6,19.5,63.1,NO, ,NO,높음,64.1,25.13
2022-09-20,서울(108),NO,23.4,24.6,19.9,16.1,57,NO, ,NO,높음,57.1,20.06
2022-09-21,서울(108),NO,24.4,25.6,19.4,13,56.9,NO, ,NO,높음,56.9,19.31
2022-09-22,서울(108),NO,24.2,24.7,19.8,14.2,60.1,NO, ,NO,높음,60.3,19.58
2022-09-23,서울(108),NO,23,22.2,17.5,14.7,68.9,NO, ,NO,보통,67,18.04
2022-09-24,서울(108),NO,23.2,24.2,18.5,12.3,64.6,NO, ,NO,높음,64.5,18.13
2022-09-25,서울(108),NO,24.1,25.2,19.6,15.4,63.3,NO, ,NO,보통,64,19.71
2022-09-26,서울(108),NO,24,25.4,20,14.8,58.5,NO, ,NO,보통,59.1,19.9
2022-09-27,서울(108),NO,26.2,28,20.9,14,59,NO, ,NO,높음,60.4,20.71
2022-09-28,서울(108),NO,25.8,26.1,20.4,16.1,71,NO, ,NO,보통,69.6,20.38
2022-09-29,서울(108),NO,25.4,26.5,20.4,16.4,73.5,NO, ,NO,높음,73.4,20.51
2022-09-30,서울(108),NO,26.3,27.7,20.7,14.8,68,NO, ,NO,높음,68.9,20.75
