일자,기온(°C),기온(°F),습도(%),열지수
19950524,20.7,69.2,42.6,20.67
19950525,18.3,64.9,84.8,18.26
19950526,17.8,64,56.1,17.8
19950527,18.1,64.5,42,18.06
19950528,18.5,65.4,39.9,18.53
19950529,18.5,65.3,68.8,18.49
19950530,17.4,63.3,72.6,17.36
19950531,18.3,64.9,63.4,18.25
19950601,20.7,69.3,46.8,20.74
19950602,17.5,63.5,73.6,17.51
19950603,16.7,62.1,79.4,16.71
19950604,17.6,63.7,68,17.6
19950605,18.5,65.3,75.6,18.53
19950606,21,69.9,64.1,21.05
19950607,22.4,72.4,54.4,22.43
19950608,23.8,74.8,62.9,23.8
19950609,23.4,74.1,64.3,23.4
19950610,23.5,74.4,64.5,23.55
19950611,23.2,73.8,56.5,23.2
19950612,21.9,71.5,59.1,21.95
19950613,23.4,74.1,73.5,23.41
19950614,22.2,72,54.4,22.23
19950615,22.3,72.2,55.4,22.32
19950616,22.9,73.2,73.1,22.87
19950617,24.1,75.3,71.3,24.07
19950618,18.7,65.7,93,18.7
19950619,20.1,68.1,84.6,20.07
19950620,23.1,73.7,72.5,23.14
19950621,24.9,76.9,67.3,24.94
19950622,21.8,71.3,70.5,21.85
19950623,22.3,72.1,77,22.25
19950624,23.4,74,80.1,23.35
19950625,23.3,74,80,23.32
19950626,21.8,71.3,79.4,21.82
19950627,22.1,71.9,74,22.14
19950628,23.1,73.5,72.5,23.06
19950629,24.2,75.5,70.1,24.16
19950630,22.5,72.5,81.1,22.48
19950701,22.6,72.7,87.6,22.62
19950702,21.9,71.4,82.4,21.9
19950703,23,73.3,74.9,22.95
19950704,22.7,72.9,73.8,22.7
19950705,22.9,73.2,65.6,22.9
19950706,23.1,73.6,78.9,23.1
19950707,25.4,77.8,66.3,25.42
19950708,22.6,72.8,85.8,22.65
19950709,23.4,74.1,93.6,23.38
19950710,23,73.4,95.9,23.02
19950711,24.4,75.9,95.5,24.38
19950712,25.7,78.3,90,25.73
19950713,24.1,75.3,94,24.06
19950714,24.5,76.2,94.4,24.54
19950715,25.5,77.8,89.9,25.46
19950716,24.4,75.9,87.9,24.39
19950717,24.1,75.4,77.1,24.1
19950718,23.5,74.3,67.3,23.53
19950719,19.8,67.6,93.3,19.8
19950720,20.1,68.2,92.8,20.1
19950721,23.3,73.9,80.8,23.26
19950722,26,78.7,77.3,25.95
19950723,29,84.2,71.4,33.03
19950724,26.3,79.3,72.9,26.29
19950725,26.3,79.3,83.5,26.28
19950726,28.4,83.1,66.6,30.92
19950727,27.6,81.7,73.8,30.39
19950728,27.4,81.4,75.5,30.22
19950729,26.6,79.9,75,26.59
19950730,27.5,81.5,76.4,30.39
19950731,27.7,81.9,80.6,31.45
19950801,27.5,81.5,88.3,32.15
19950802,26.9,80.4,88.5,30.56
19950803,27.6,81.7,76.6,30.66
19950804,28,82.5,76.9,31.72
19950805,26.9,80.5,87,30.41
19950806,28.3,83,75.4,32.17
19950807,27.4,81.3,83.4,30.97
19950808,24.9,76.8,91.4,24.9
19950809,25.7,78.3,88.3,25.72
19950810,26.8,80.2,82.1,29.4
19950811,26.8,80.3,81.3,29.51
19950812,26.9,80.5,85.5,30.16
19950813,27.9,82.2,88,33.15
19950814,29.5,85.1,83.1,37
19950815,29.4,84.8,76.3,34.86
19950816,28.1,82.5,79.3,32.17
19950817,28.4,83.2,78.3,32.88
19950818,28.5,83.2,79.5,33.22
19950819,23.8,74.8,91.1,23.78
19950820,24.9,76.8,88.6,24.88
19950821,26.1,78.9,82.6,26.07
19950822,25.8,78.4,83.1,25.79
19950823,23.9,75.1,94.4,23.94
19950824,24,75.3,95.8,24.03
19950825,22.6,72.7,95.9,22.59
19950826,21.8,71.3,95.3,21.83
19950827,24,75.2,83.6,23.97
19950828,24.9,76.8,76.9,24.9
19950829,24.4,75.9,76.5,24.36
19950830,23,73.4,85.6,22.98
19950831,25.3,77.5,77.3,25.28
19950901,25.4,77.7,74.8,25.41
19950902,25.7,78.3,86.6,25.7
19950903,23.2,73.8,77.5,23.2
19950904,22.6,72.6,63,22.57
19950905,21.3,70.3,62.3,21.3
19950906,20.3,68.5,77.1,20.27
19950907,20.7,69.2,78.6,20.66
19950908,23,73.4,62,23.02
19950909,19,66.3,82.3,19.05
19950910,20,67.9,73.8,19.97
19950911,18.4,65.2,49.3,18.45
19950912,19.2,66.5,57.5,19.19
19950913,20.2,68.4,67.3,20.2
19950914,21.1,70.1,72.4,21.14
19950915,20.7,69.2,69.4,20.67
19950916,19.9,67.9,60.4,19.93
19950917,18.8,65.9,55.5,18.81
19950918,19.1,66.4,60.1,19.09
19950919,19.7,67.5,58.3,19.71
19950920,19.9,67.7,55,19.86
19950921,18.8,65.9,57.6,18.85
19950922,20.2,68.3,58,20.17
19950923,19.8,67.6,76.9,19.8
19950924,21,69.8,78.6,20.97
19950925,17.7,63.8,61.3,17.67
19950926,16.9,62.4,67.8,16.88
19950927,15.5,59.9,69.3,15.49
19950928,16.9,62.5,67.4,16.95
19950929,18.9,66,74.4,18.88
19950930,20,67.9,62.9,19.95
19960501,14.2,57.5,86,14.18
19960502,15.6,60.1,58.1,15.62
19960503,18.1,64.6,41.4,18.09
19960504,15.6,60.1,61.9,15.61
19960505,15,59,52.6,15.03
19960506,15.6,60.1,35.3,15.58
19960507,16.8,62.2,49.3,16.75
19960508,14.9,58.8,63.4,14.9
19960509,14.7,58.4,59.6,14.69
19960510,16,60.9,61.9,16.04
19960511,15.4,59.8,64.3,15.44
19960512,15.5,59.9,63.4,15.5
19960513,16.7,62.1,52.9,16.71
19960514,17.4,63.3,67.8,17.38
19960515,19.5,67.2,51.3,19.54
19960516,21,69.7,47.5,20.95
19960517,22.5,72.5,45.9,22.48
19960518,22.9,73.3,43.6,22.92
19960519,18.9,66.1,53.4,18.92
19960520,18,64.4,78.6,18
19960521,16.9,62.3,62.1,16.86
19960522,17.7,63.9,63,17.7
19960523,20,68.1,59.8,20.05
19960524,21.2,70.1,46.5,21.17
19960525,20.7,69.3,48.9,20.7
19960526,21.2,70.1,56.3,21.15
19960527,21.2,70.2,57.6,21.2
19960528,22.5,72.5,57.9,22.5
19960529,23.7,74.7,62.8,23.72
19960530,22.2,71.9,68.5,22.18
19960531,23.8,74.8,68,23.76
19960601,25.6,78,59,25.56
19960602,23.7,74.6,68.9,23.66
19960603,21,69.8,81.9,21.01
19960604,22.1,71.7,64.4,22.08
19960605,23.1,73.7,47.1,23.15
19960606,23.3,73.9,46.6,23.28
19960607,22.7,72.8,57.4,22.66
19960608,25.1,77.1,62.8,25.06
19960609,24.5,76.1,71.9,24.51
19960610,20.3,68.5,89.5,20.26
19960611,21.4,70.6,80.3,21.44
19960612,23.6,74.4,71.1,23.56
19960613,24.5,76.1,73,24.49
19960614,22.6,72.6,77,22.55
19960615,24.1,75.4,74.9,24.12
19960616,24.2,75.5,79.6,24.15
19960617,21.1,70,89,21.13
19960618,19.8,67.7,72.9,19.84
19960619,22.3,72.2,74,22.33
19960620,20.9,69.7,84.4,20.93
19960621,22.4,72.3,82.4,22.36
19960622,23.2,73.8,76.8,23.2
19960623,23.4,74.1,75.8,23.38
19960624,20.9,69.6,85.8,20.89
19960625,21.9,71.4,64.6,21.9
19960626,23.1,73.6,68.3,23.1
19960627,20.3,68.5,88.4,20.25
19960628,20.6,69,89.9,20.55
19960629,21.4,70.5,90.5,21.37
19960630,20.6,69,89.6,20.58
19960701,22.4,72.3,82.5,22.41
19960702,22.2,71.9,84.4,22.16
19960703,24.2,75.6,74,24.2
19960704,22.4,72.3,86.3,22.37
19960705,24,75.1,64.9,23.96
19960706,22.2,71.9,80.5,22.17
19960707,23.2,73.8,60.3,23.23
19960708,22.7,72.9,52.5,22.73
19960709,23.1,73.5,46.4,23.08
19960710,23.6,74.5,51.1,23.6
19960711,24.4,75.9,45.5,24.4
19960712,24.7,76.5,58.6,24.75
19960713,23.6,74.4,81.4,23.56
19960714,23.2,73.8,80.4,23.23
19960715,22.6,72.6,88.8,22.56
19960716,21.5,70.7,85.5,21.51
19960717,22.9,73.2,89.3,22.91
19960718,27.7,81.9,72.3,30.36
19960719,26.9,80.5,79.1,29.51
19960720,24.6,76.3,88.1,24.59
19960721,25.1,77.2,89.1,25.09
19960722,23.8,74.9,87.1,23.81
19960723,26.1,79,76.5,26.11
19960724,26.7,80,82.5,26.66
19960725,27.5,81.4,75,30.21
19960726,23.6,74.5,88.5,23.63
19960727,23.7,74.7,87.6,23.71
19960728,25,77.1,87,25.03
19960729,27.7,81.9,79.6,31.4
19960730,27.8,82.1,73,30.7
19960731,28.7,83.6,69.3,31.88
19960801,29.8,85.6,65.4,33.51
19960802,29.8,85.7,70.8,34.82
19960803,29.6,85.2,71.9,34.46
19960804,27.8,82,78.4,31.28
19960805,27.9,82.2,75.5,31.17
19960806,28.5,83.4,73.6,32.34
19960807,27.9,82.3,75,31.21
19960808,27.1,80.8,81.1,30.07
19960809,28.5,83.3,73,32.09
19960810,27.7,81.8,72.9,30.36
19960811,28.8,83.9,71.3,32.61
19960812,28.1,82.6,77.3,31.96
19960813,27.6,81.7,80.8,31.26
19960814,28.9,84.1,73.5,33.26
19960815,26.4,79.6,71.5,26.44
19960816,26.2,79.1,73.5,26.16
19960817,26.9,80.4,73.9,29.02
19960818,27.9,82.2,64.1,29.78
19960819,27.9,82.3,66.4,30.09
19960820,27.8,82,72.1,30.56
19960821,28.2,82.8,74.6,31.75
19960822,26.7,80,75.1,28.7
19960823,23.3,73.9,72.5,23.3
19960824,23.8,74.8,38.1,23.77
19960825,20.4,68.7,70.8,20.38
19960826,19.1,66.3,92.3,19.05
19960827,19.4,66.9,88.8,19.37
19960828,20.3,68.5,78.6,20.28
19960829,22.6,72.7,70.5,22.63
19960830,21.5,70.7,69.9,21.5
19960831,23.3,74,63.4,23.31
19960901,23.7,74.6,53.8,23.66
19960902,24,75.2,52.9,24.03
19960903,23.8,74.9,72.5,23.84
19960904,22.4,72.4,74.8,22.43
19960905,21.1,70,77.1,21.14
19960906,22.4,72.4,60.8,22.44
19960907,23,73.3,67.4,22.95
19960908,23.6,74.4,66.9,23.55
19960909,22.3,72.1,76,22.25
19960910,22.8,73,68.4,22.79
19960911,23.5,74.3,71.9,23.5
19960912,23.3,74,62,23.34
19960913,22.7,72.8,69.3,22.65
19960914,23.1,73.5,67.8,23.07
19960915,24,75.1,65.3,23.96
19960916,23.2,73.8,69.9,23.21
19960917,22.1,71.8,73.5,22.09
19960918,22.7,72.8,65.9,22.66
19960919,21.6,70.9,67.8,21.6
19960920,20.7,69.2,49,20.68
19960921,18.6,65.5,39.6,18.63
19960922,19.4,67,60.3,19.43
19960923,21.6,70.8,73.4,21.57
19960924,23,73.4,74.1,23.02
19960925,22.6,72.7,72,22.6
19960926,21.7,71.1,77.5,21.72
19960927,21.8,71.2,59.6,21.76
19960928,18.5,65.2,55.8,18.45
19960929,20.4,68.8,57.9,20.43
19960930,20.8,69.5,56,20.81
19970501,15.8,60.5,41.8,15.81
19970502,17,62.7,40.5,17.03
19970503,20.9,69.6,54,20.91
19970504,16.6,61.8,82.3,16.57
19970505,19.3,66.7,59.4,19.3
19970506,18,64.3,86.3,17.95
19970507,19.5,67.2,88.3,19.54
19970508,13,55.4,79,13.01
19970509,14.6,58.3,61.9,14.62
19970510,16.1,61,47,16.09
19970511,19,66.2,49.9,19.01
19970512,18.4,65.1,62.4,18.4
19970513,16.4,61.5,88,16.4
19970514,15.8,60.4,85.8,15.76
19970515,19.3,66.7,80,19.31
19970516,18.4,65.1,57.8,18.39
19970517,16.7,62.1,55.8,16.73
19970518,18.3,64.9,65.5,18.28
19970519,16.5,61.6,67.4,16.46
19970520,14.3,57.7,62.6,14.27
19970521,15.9,60.7,63.8,15.92
19970522,17.3,63.2,59.4,17.35
19970523,15.5,59.9,64.5,15.48
19970524,13.7,56.7,71.4,13.7
19970525,16.6,61.9,59.6,16.6
19970526,18.4,65.1,56.9,18.41
19970527,19.1,66.4,53.9,19.11
19970528,18.5,65.2,67.9,18.46
19970529,17.1,62.8,86,17.12
19970530,16.2,61.2,86,16.2
19970531,19.2,66.5,65.8,19.19
19970601,19.7,67.5,69.9,19.71
19970602,16.8,62.3,61.1,16.81
19970603,18.6,65.4,59.9,18.57
19970604,20.5,68.9,58.3,20.49
19970605,17.7,63.8,71.6,17.68
19970606,21.1,70.1,62,21.15
19970607,23.3,74,64.6,23.35
19970608,22.7,72.9,72.1,22.73
19970609,22.9,73.3,60.9,22.92
19970610,22.4,72.3,51.9,22.4
19970611,22.8,73,60.6,22.75
19970612,22.8,73.1,65.3,22.84
19970613,24.8,76.6,57.6,24.77
19970614,26.1,79,51.3,26.12
19970615,27.5,81.5,52.3,28.08
19970616,26.9,80.4,56.1,27.71
19970617,26.9,80.4,53.8,27.52
19970618,28.7,83.7,55,29.87
19970619,26.9,80.4,59.8,27.89
19970620,23.9,75.1,72,23.94
19970621,24.3,75.8,72.1,24.31
19970622,23.9,75,71.3,23.87
19970623,25.2,77.4,63.3,25.23
19970624,25.7,78.3,62.1,25.7
19970625,21.8,71.3,81,21.81
19970626,22.8,73.1,84.9,22.83
19970627,22,71.7,90.6,22.05
19970628,25.9,78.7,68.8,25.94
19970629,26.4,79.5,71.4,26.38
19970630,26,78.8,75.4,25.99
19970701,22,71.6,91.1,22.02
19970702,24.7,76.5,86.6,24.7
19970703,24.8,76.7,89.8,24.82
19970704,23.6,74.5,89.3,23.6
19970705,21.3,70.3,84.8,21.26
19970706,19.9,67.8,87.5,19.87
19970707,22.8,73,79.6,22.79
19970708,24.1,75.3,76.1,24.08
19970709,24.7,76.5,79.8,24.7
19970710,26.7,80.1,76.5,28.9
19970711,27,80.6,71.9,28.97
19970712,23.1,73.5,81,23.06
19970713,25.2,77.4,77.9,25.21
19970714,25.8,78.4,81.3,25.78
19970715,23.1,73.6,90.4,23.11
19970716,25.3,77.6,88.1,25.32
19970717,26.2,79.2,78.6,26.23
19970718,26.3,79.4,81.3,26.31
19970719,27.3,81.2,80,30.52
19970720,27.9,82.3,82.3,32.27
19970721,28,82.4,84.3,32.8
19970722,28.6,83.5,80.6,33.84
19970723,29.7,85.5,81.3,37.15
19970724,29.9,85.7,82,37.79
19970725,29.4,84.9,79.8,35.86
19970726,30.6,87.1,59.1,33.84
19970727,29.5,85.1,59.6,31.84
19970728,29.6,85.2,69.6,33.95
19970729,29.6,85.2,75.4,35.22
19970730,28.5,83.4,79.6,33.43
19970731,28.8,83.8,77.8,33.63
19970801,28.9,84,76.4,33.63
19970802,28.5,83.2,74.5,32.34
19970803,25.1,77.2,88,25.13
19970804,22,71.5,92.9,21.97
19970805,25.2,77.4,77.6,25.22
19970806,27.6,81.8,73.1,30.36
19970807,27.7,81.9,70.3,30.18
19970808,29.5,85.1,72.3,34.29
19970809,28.4,83,71.8,31.65
19970810,27.1,80.8,61.5,28.3
19970811,27.6,81.6,68.3,29.66
19970812,27.6,81.7,58.8,28.79
19970813,27.6,81.7,57,28.61
19970814,28,82.4,64.3,29.9
19970815,27.7,81.9,56.1,28.68
19970816,26.9,80.5,57.4,27.8
19970817,27.4,81.3,60.4,28.61
19970818,28.8,83.8,67.8,31.86
19970819,26.4,79.6,82.1,26.45
19970820,28.5,83.2,72.5,31.98
19970821,25.7,78.2,73,25.66
19970822,24.7,76.5,63.8,24.7
19970823,25.7,78.3,69.5,25.74
19970824,27,80.6,68.9,28.81
19970825,27.1,80.8,64.9,28.63
19970826,26.1,79,69.8,26.13
19970827,26.7,80,71.1,28.41
19970828,25.9,78.6,71.9,25.91
19970829,26.5,79.6,74.6,26.46
19970830,27,80.6,76.3,29.43
19970831,27.6,81.7,80.4,31.25
19970901,27.9,82.2,77.1,31.47
19970902,24.2,75.6,80.3,24.21
19970903,23.3,74,61.9,23.33
19970904,23.7,74.6,59,23.67
19970905,24.1,75.4,62,24.09
19970906,25.8,78.4,56.3,25.78
19970907,25.4,77.6,57,25.36
19970908,25.2,77.3,65.8,25.16
19970909,24.6,76.4,72.5,24.65
19970910,23.7,74.7,80.6,23.7
19970911,22.4,72.4,64.4,22.42
19970912,20.4,68.8,59.8,20.44
19970913,19.5,67.1,69.9,19.5
19970914,19.5,67.1,54.5,19.51
19970915,19.3,66.7,49,19.3
19970916,18.4,65.1,60.4,18.4
19970917,19.7,67.4,64.5,19.67
19970918,17.8,64.1,53.3,17.81
19970919,18,64.4,54.4,18.03
19970920,17.6,63.7,63.5,17.6
19970921,15.9,60.7,47.9,15.94
19970922,17.9,64.2,48.3,17.87
19970923,18.6,65.4,53.3,18.58
19970924,18.4,65.2,58.6,18.43
19970925,15.2,59.4,81,15.2
19970926,14.2,57.5,88,14.19
19970927,16.2,61.2,67.1,16.22
19970928,16.9,62.4,62.6,16.87
19970929,17.5,63.5,61.3,17.5
19970930,18.5,65.3,61.6,18.51
19980501,18.2,64.8,55.4,18.24
19980502,16.2,61.1,86.4,16.18
19980503,17.7,63.8,57.9,17.65
19980504,18.8,65.9,44.1,18.83
19980505,20.2,68.3,59.8,20.18
19980506,21.3,70.4,55.5,21.31
19980507,18.9,66,70.6,18.9
19980508,18.7,65.7,56.9,18.72
19980509,17.5,63.6,38.3,17.53
19980510,17.4,63.4,52.9,17.42
19980511,14.3,57.7,66.6,14.25
19980512,13.4,56.1,84.4,13.37
19980513,16.8,62.3,67.4,16.84
19980514,20.4,68.7,63.9,20.37
19980515,22.9,73.2,48.9,22.88
19980516,16.1,61,68.3,16.12
19980517,16,60.7,77.1,15.96
19980518,18.3,64.9,74,18.3
19980519,20.5,68.9,64.1,20.52
19980520,22,71.6,62.8,21.97
19980521,24.5,76.2,52.4,24.54
19980522,23.7,74.6,52.6,23.68
19980523,24.7,76.4,51.1,24.68
19980524,20.1,68.2,66.1,20.13
19980525,18.6,65.5,41.8,18.63
19980526,19.2,66.6,44.1,19.24
19980527,20.7,69.3,51,20.7
19980528,21.1,70,54.3,21.09
19980529,19.4,67,68.9,19.43
19980530,18.7,65.7,48.8,18.72
19980531,19.2,66.5,50,19.15
19980601,19.3,66.7,47.8,19.27
19980602,16.4,61.6,79.8,16.44
19980603,15.3,59.5,78.3,15.27
19980604,15.4,59.7,66.8,15.38
19980605,15.6,60,72,15.56
19980606,18.5,65.2,55.5,18.45
19980607,19.6,67.4,63.9,19.64
19980608,19.5,67.2,68.5,19.54
19980609,22.9,73.3,60.5,22.94
19980610,24.3,75.8,60.1,24.31
19980611,24.3,75.7,61.4,24.26
19980612,25,77,60.6,25
19980613,19.6,67.2,74.3,19.58
19980614,20.6,69,68.5,20.58
19980615,22,71.5,61.3,21.97
19980616,22.6,72.6,63.9,22.58
19980617,25,77,59.6,25.02
19980618,24.2,75.5,66.8,24.17
19980619,21.8,71.2,76.6,21.75
19980620,24.3,75.7,63.5,24.29
19980621,25.9,78.6,57.4,25.87
19980622,25.3,77.6,52.3,25.33
19980623,25.2,77.4,47.1,25.22
19980624,25.6,78.1,62.4,25.59
19980625,22,71.5,83.9,21.97
19980626,21.2,70.2,83.3,21.21
19980627,23.3,73.9,74.8,23.25
19980628,24.5,76,76,24.46
19980629,26.2,79.2,68.9,26.21
19980630,24.9,76.9,74.9,24.92
19980701,22.3,72.1,87.1,22.28
19980702,21.9,71.5,86.9,21.92
19980703,23.4,74.1,80.4,23.39
19980704,25.1,77.2,71.6,25.1
19980705,25.7,78.2,66.5,25.65
19980706,26.6,79.9,70.4,26.59
19980707,27.1,80.8,72.4,29.3
19980708,24,75.3,85.4,24.04
19980709,23.9,75,88.8,23.88
19980710,24.1,75.3,90.3,24.08
19980711,25.1,77.1,83.9,25.08
19980712,26.5,79.7,73,26.5
19980713,25.7,78.3,63.8,25.74
19980714,25.2,77.4,70.3,25.2
19980715,24.2,75.6,80.4,24.23
19980716,23.4,74.2,72.1,23.43
19980717,25.3,77.6,57.4,25.33
19980718,25.4,77.8,67,25.45
19980719,21.5,70.7,89.1,21.5
19980720,24.6,76.2,76.9,24.58
19980721,24.7,76.5,79.4,24.7
19980722,25.2,77.4,70,25.23
19980723,26.2,79.1,64.9,26.17
19980724,25.6,78.1,64.6,25.62
19980725,25.2,77.4,65.3,25.21
19980726,23.6,74.5,73.1,23.62
19980727,25.5,77.9,66.3,25.5
19980728,26.8,80.2,64.9,28.14
19980729,27.5,81.5,65.6,29.26
19980730,27.8,82,74.1,30.74
19980731,25.1,77.2,85.4,25.1
19980801,24.6,76.3,84,24.59
19980802,26.9,80.5,70.5,28.76
19980803,26.5,79.7,85.5,26.49
19980804,25.1,77.2,85.4,25.13
19980805,26.6,79.9,81.9,26.6
19980806,25.4,77.7,85.8,25.37
19980807,26.4,79.6,81.1,26.42
19980808,24.2,75.5,90,24.15
19980809,25.8,78.4,78.6,25.8
19980810,24.1,75.4,84.5,24.13
19980811,26.3,79.4,83,26.32
19980812,25.3,77.5,83.3,25.28
19980813,26.4,79.5,77.9,26.38
19980814,26.2,79.1,81.8,26.17
19980815,24.3,75.7,89.4,24.28
19980816,25.6,78.2,74.4,25.64
19980817,25.3,77.5,82.1,25.28
19980818,25.4,77.7,78,25.36
19980819,25.5,77.8,74.6,25.45
19980820,25.9,78.6,71.1,25.86
19980821,25,77,70.3,25.02
19980822,25.5,78,71,25.54
19980823,24.5,76.1,76.6,24.48
19980824,23.3,73.9,74.9,23.25
19980825,24,75.2,71.9,24.02
19980826,24.3,75.7,74.3,24.3
19980827,22.3,72.2,81.9,22.31
19980828,22.8,73,74,22.79
19980829,24.2,75.6,67.8,24.22
19980830,23.9,74.9,72.3,23.86
19980831,23.7,74.6,72.9,23.65
19980901,23.2,73.8,73.1,23.23
19980902,22.7,72.8,71,22.67
19980903,23.6,74.5,71.3,23.61
19980904,23.7,74.7,68.9,23.71
19980905,21.4,70.6,77.4,21.44
19980906,22.9,73.1,75.3,22.86
19980907,24.4,75.9,69,24.38
19980908,25.8,78.4,71.1,25.75
19980909,25.4,77.7,71.8,25.4
19980910,26.9,80.3,71.4,28.72
19980911,26.8,80.2,70.9,28.53
19980912,27.1,80.7,72,29.11
19980913,26.5,79.7,73.5,26.48
19980914,25.8,78.4,76.4,25.76
19980915,23.3,74,70.8,23.34
19980916,21.3,70.4,52.4,21.31
19980917,21.3,70.3,53.4,21.3
19980918,22.9,73.2,60.4,22.89
19980919,23.9,74.9,60.9,23.86
19980920,25.7,78.2,69.1,25.69
19980921,21.5,70.7,79.9,21.5
19980922,20.5,68.9,60.5,20.48
19980923,19.7,67.4,60,19.69
19980924,19.8,67.7,75.1,19.83
19980925,20.5,69,74.5,20.54
19980926,22,71.5,70.4,21.96
19980927,22,71.6,72.1,22.01
19980928,21.5,70.8,69.3,21.55
19980929,18.9,66.1,73.5,18.93
19980930,17.5,63.5,87.8,17.52
19990501,15.5,59.9,61.5,15.51
19990502,16.3,61.3,65.9,16.3
19990503,14.9,58.9,87.8,14.93
19990504,17.8,64,60.5,17.75
19990505,16.4,61.5,61.5,16.41
19990506,16,60.9,53.6,16.04
19990507,16.8,62.2,68.3,16.78
19990508,17.8,64,63,17.77
19990509,17.4,63.4,66.3,17.44
19990510,17.9,64.2,70,17.89
19990511,17.8,64,63,17.75
19990512,17.4,63.4,58.5,17.42
19990513,18.3,65,64.4,18.34
19990514,18.3,64.9,61.9,18.28
19990515,16.3,61.3,84,16.26
19990516,19.2,66.5,70,19.18
19990517,21.4,70.5,54.6,21.4
19990518,17.8,64,64.5,17.79
19990519,12.9,55.2,81.6,12.9
19990520,16.1,61.1,65.5,16.15
19990521,19.1,66.4,56,19.1
19990522,20.6,69.2,60.5,20.65
19990523,21.6,70.9,58.1,21.63
19990524,16.1,60.9,87.1,16.08
19990525,15.5,59.9,77.9,15.48
19990526,15.7,60.3,81.4,15.7
19990527,15.8,60.5,67.6,15.84
19990528,15.8,60.4,59,15.77
19990529,17.3,63.1,60.8,17.27
19990530,19.9,67.9,49.6,19.94
19990531,21.5,70.6,44.4,21.46
19990601,20,68.1,76.5,20.04
19990602,18.8,65.9,86.6,18.85
19990603,21.4,70.6,74.8,21.44
19990604,23.4,74.2,66.9,23.42
19990605,25.6,78,65.4,25.57
19990606,22.3,72.1,73.9,22.29
19990607,22.8,73,66.8,22.79
19990608,23.4,74.2,49.6,23.44
19990609,23.7,74.6,52.5,23.69
19990610,23.7,74.7,57.4,23.73
19990611,22.6,72.7,68,22.62
19990612,22.9,73.3,64.6,22.95
19990613,23.7,74.7,63.5,23.72
19990614,24.9,76.8,56,24.86
19990615,24.1,75.3,54.1,24.08
19990616,19.1,66.4,82.8,19.11
19990617,20.4,68.8,70.8,20.43
19990618,22,71.6,66.5,22
19990619,21.6,70.8,67.1,21.55
19990620,21.7,71.1,73.1,21.7
19990621,23.9,75.1,68.9,23.93
19990622,24.4,75.9,62,24.4
19990623,20.5,68.9,79.9,20.49
19990624,21.1,70,71.1,21.1
19990625,23,73.4,71.4,23
19990626,25,77,73.8,24.99
19990627,25.2,77.3,68.9,25.18
19990628,26.9,80.4,59.5,27.9
19990629,27.8,82,62.3,29.37
19990630,26.1,78.9,64.1,26.08
19990701,25.8,78.5,70.3,25.81
19990702,25.5,78,67.4,25.53
19990703,25.6,78.1,62.6,25.6
19990704,26,78.9,69.9,26.04
19990705,26,78.7,67.1,25.95
19990706,26.2,79.2,63.8,26.24
19990707,26.4,79.5,68.4,26.41
19990708,26.2,79.2,65.6,26.2
19990709,24,75.2,77.9,23.98
19990710,21.2,70.2,82.3,21.22
19990711,24.5,76.1,55.8,24.49
19990712,23.7,74.7,60.9,23.75
19990713,26,78.7,64.8,25.97
19990714,27.2,80.9,59.9,28.28
19990715,23.6,74.5,70.4,23.63
19990716,23.9,75.1,80.5,23.92
19990717,24.8,76.7,79.1,24.82
19990718,25.3,77.6,79.5,25.32
19990719,26.7,80,76.9,28.81
19990720,29.3,84.7,65.8,32.51
19990721,28.8,83.8,72.3,32.7
19990722,25.8,78.4,90.5,25.78
19990723,26,78.9,79.6,26.04
19990724,26.1,79.1,77.6,26.15
19990725,26.6,79.9,79.8,26.63
19990726,29.4,84.8,69.9,33.5
19990727,28.7,83.6,67.3,31.59
19990728,25.1,77.2,86.3,25.12
19990729,24.7,76.5,89.3,24.74
19990730,26.8,80.2,81.8,29.41
19990731,25.5,77.9,86.6,25.5
19990801,23.6,74.4,90.1,23.58
19990802,21.1,70,90.5,21.08
19990803,21,69.8,87.4,20.99
19990804,23.6,74.5,76.4,23.6
19990805,26.1,78.9,69.3,26.08
19990806,27.9,82.1,67.6,30.09
19990807,28.9,84,67.9,32.06
19990808,29.7,85.4,67.5,33.66
19990809,28.6,83.5,75.4,32.85
19990810,29.9,85.8,71.5,35.06
19990811,28.6,83.5,77,33.18
19990812,29,84.1,69.3,32.53
19990813,29,84.1,59.4,30.88
19990814,29,84.3,64.5,31.82
19990815,28.6,83.5,64,30.98
19990816,28.8,83.9,65.6,31.58
19990817,29.5,85.1,68.1,33.42
19990818,27.3,81.2,71.4,29.57
19990819,25.1,77.1,75.4,25.08
19990820,25.2,77.4,84,25.24
19990821,24.4,76,74.8,24.42
19990822,23.6,74.4,69.9,23.58
19990823,25.3,77.6,64.3,25.31
19990824,24.8,76.7,68.6,24.83
19990825,24.4,76,78.1,24.43
19990826,25,77,69.3,25
19990827,22.4,72.3,81.1,22.38
19990828,23.8,74.9,79.9,23.83
19990829,24.3,75.8,78.1,24.32
19990830,24,75.3,82.8,24.03
19990831,23.4,74.1,86.3,23.36
19990901,24.8,76.7,72.5,24.82
19990902,25.8,78.5,72.9,25.81
19990903,26.7,80,68.5,26.66
19990904,26.4,79.6,69.8,26.43
19990905,23.1,73.5,84.6,23.06
19990906,24.1,75.4,78.3,24.1
19990907,24.9,76.9,83.5,24.93
19990908,25.4,77.7,79.6,25.38
19990909,26.1,79,77.4,26.1
